PHY_IDENT,HabClass,BC_CLASS,EXP_BIO,SHORETYPE,ESI,ORI,TRSH,DUGR,SPZO,BLLI,WHLI,YELI,BARN,BLMU,GRAL,BRAL,SURF,EELG,SOBK,ROCK,DRKE,BUKE,CMECS_1,CMECS_2,LENGTH_M,Slope_calc,SHORE_PROB,LOST_SHORE,Wave_Dissipation,Orient_dir,Tidal_height,CVI_Rank,REAL,ALAR,DABK
04/01/0078/A,51,5,P,5,6B,4,NA,NA,NA,N,NA,NA,C,NA,C,NA,NA,NA,NA,C,NA,NA,S1.2.1.1,NA,70.259,30,NA,NA,Plunging,SW,5.8,Low,NA,NA,NA
04/01/0078/B,51,3,P,3,8A,5,NA,NA,NA,N,NA,NA,C,NA,C,NA,NA,NA,C,NA,NA,NA,S1.1,S1.2.1.2.1,77.185,24,NA,NA,Plunging,SW,5.8,Low,NA,NA,NA
04/01/0078/C,51,6,P,6,9A,5,NA,NA,NA,N,NA,NA,P,P,C,NA,NA,NA,NA,C,NA,NA,S1.2.1.2.1,NA,303.492,4,NA,NA,Spilling,W,5.8,Low,NA,NA,NA
04/01/0078/D,51,10,P,10,10A,5,NA,C,NA,NA,NA,NA,NA,NA,C,NA,NA,NA,NA,C,NA,NA,S1.2,S2.3,184.046,6,NA,NA,Spilling,W,5.8,Low,NA,NA,NA
04/01/0079/A,50,1,P,1,8A,3,NA,NA,NA,M,NA,NA,C,NA,P,NA,NA,P,C,C,NA,NA,S1.1,NA,47.341,30,NA,NA,Plunging,W,5.8,Low,NA,NA,NA
04/01/0080/A,40,2,SP,2,8D,4,NA,NA,NA,M,NA,NA,C,NA,C,NA,NA,NA,C,C,NA,NA,S1.1,S1.2.1.1,245.066,33,NA,NA,Plunging,W,5.8,Low,NA,NA,NA
04/01/0080/B,40,5,SP,5,6B,4,NA,NA,N,N,NA,NA,C,NA,C,NA,NA,NA,C,C,NA,NA,S1.2.1.1,NA,126.738,24,NA,NA,Plunging,SW,5.8,Low,NA,NA,NA
04/01/0081/A,50,6,P,6,6B,5,NA,NA,N,N,NA,NA,C,NA,P,NA,NA,NA,C,C,NA,NA,S1.2.1.2.1,NA,132.956,15,NA,NA,Plunging,S,5.8,Low,NA,NA,NA
04/01/0081/B,50,5,P,5,6B,4,NA,NA,NA,N,NA,NA,C,NA,C,NA,NA,NA,C,C,NA,NA,S1.2.1.1,NA,80.961,21,NA,NA,Plunging,S,5.8,Low,NA,NA,NA
04/01/0081/C,50,6,P,6,6B,5,NA,NA,N,N,NA,NA,C,NA,P,NA,NA,P,C,C,NA,NA,S1.2.1.2.1,NA,280.981,18,NA,NA,Plunging,SW,5.8,Low,NA,NA,NA
04/01/0082/A,51,6,P,6,5,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,S1.2.1.2.1,NA,291.797,9,NA,NA,Plunging,NW,5.8,Low,NA,NA,NA
04/01/0082/B,51,3,P,3,8D,5,NA,NA,NA,N,NA,NA,P,NA,C,NA,NA,C,C,C,NA,NA,S1.1,S1.2.1.2.1,87.052,5,NA,NA,Spilling,NW,5.8,Low,NA,NA,NA
04/01/0082/C,51,6,P,6,5,5,NA,NA,N,NA,NA,NA,P,NA,C,NA,NA,C,C,P,NA,NA,S1.2.1.2.1,NA,135.644,15,NA,NA,Plunging,N,5.8,Low,NA,NA,NA
04/01/0082/D,51,3,P,3,8A,5,NA,NA,NA,N,NA,NA,NA,NA,C,NA,NA,P,C,C,NA,NA,S1.1,S1.2.1.2.1,29.132,6,NA,NA,Spilling,N,5.8,Low,NA,NA,NA
04/01/0082/E,51,6,P,6,6B,5,NA,NA,N,NA,NA,NA,P,NA,C,NA,NA,C,C,C,NA,NA,S1.2.1.2.1,NA,99.227,26,NA,NA,Plunging,NW,5.8,Low,NA,NA,NA
04/01/0082/F,51,6,P,6,6B,5,NA,NA,NA,N,NA,NA,P,C,C,NA,NA,NA,C,C,NA,NA,S1.2.1.2.1,NA,110.791,9,NA,NA,Plunging,NW,5.8,Low,NA,NA,NA
04/01/0082/G,51,3,P,3,8D,5,NA,NA,NA,N,NA,NA,C,NA,C,NA,NA,NA,C,C,NA,NA,S1.1,S1.2.1.2.1,153.469,11,NA,NA,Plunging,W,5.8,Low,NA,NA,NA
04/01/0082/H,51,2,P,2,8D,4,NA,NA,NA,M,NA,NA,C,P,C,NA,NA,NA,C,C,NA,NA,S1.1,S1.2.1.1,86.619,21,NA,NA,Plunging,SW,5.8,Low,NA,NA,NA
04/01/0083/A,50,2,P,2,8D,4,NA,NA,NA,N,NA,NA,C,NA,C,NA,NA,NA,C,C,NA,NA,S1.1,S1.2.1.1,41.572,19,NA,NA,Plunging,S,5.8,Low,NA,NA,NA
04/01/0083/B,50,5,P,5,9A,4,NA,NA,NA,N,NA,NA,C,C,P,NA,NA,NA,C,C,NA,NA,S1.2.1.1,NA,162.037,4,NA,NA,Spilling,S,5.8,Low,NA,NA,NA
04/01/0084/A,50,2,P,2,8D,4,NA,NA,NA,N,NA,NA,C,NA,C,NA,NA,NA,C,C,NA,NA,S1.1,S1.2.1.1,114.385,40,NA,NA,Collapsing,E,5.8,Low,NA,NA,NA
04/01/0085/A,50,3,P,3,8D,5,NA,NA,NA,N,NA,NA,C,C,C,NA,NA,P,C,C,NA,NA,S1.1,S1.2.1.2.1,112.928,18,NA,NA,Plunging,E,5.8,Low,NA,NA,NA
04/01/0086/A,40,1,SP,1,8A,3,NA,NA,NA,M,NA,NA,C,C,NA,NA,NA,NA,C,C,NA,NA,S1.1,NA,111.902,40,NA,NA,Collapsing,NW,5.8,Low,NA,NA,NA
04/01/0086/B,40,2,SP,2,8D,3,NA,NA,NA,M,NA,NA,C,P,P,NA,NA,NA,C,C,NA,NA,S1.1,S1.2.1.1,136.278,44,NA,NA,Surging,NE,5.8,Low,NA,NA,NA
04/01/0087/A,40,2,SP,2,8D,4,NA,NA,NA,M,NA,NA,C,C,P,NA,NA,NA,C,C,NA,NA,S1.1,S1.2.1.1,185.466,33,NA,NA,Plunging,SW,5.8,Low,NA,NA,NA
04/01/0087/B,40,3,SP,3,8D,4,NA,NA,NA,M,NA,NA,C,P,C,NA,NA,NA,C,C,NA,NA,S1.1,S1.2.1.2.1,48.633,15,NA,NA,Plunging,W,5.8,Low,NA,NA,NA
04/01/0087/C,40,3,SP,3,8A,3,NA,NA,NA,M,NA,NA,C,C,P,NA,NA,NA,C,C,NA,NA,S1.1,S1.2.1.2.1,116.623,30,NA,NA,Plunging,SW,5.8,Low,NA,NA,NA
04/01/0088/A,40,6,SP,6,8D,5,NA,NA,NA,N,NA,NA,C,P,NA,NA,NA,NA,C,C,NA,NA,S1.2.1.2.1,NA,108.124,11,NA,NA,Plunging,SW,5.8,Low,NA,NA,NA
04/01/0088/B,40,1,SP,1,8A,3,NA,NA,NA,M,NA,NA,C,C,C,NA,NA,NA,P,C,NA,NA,S1.1,NA,78.778,63,NA,NA,Surging,SW,5.8,Low,NA,NA,NA
04/01/0088/C,40,2,SP,2,8D,4,NA,NA,NA,M,NA,NA,C,C,C,NA,NA,NA,C,C,NA,NA,S1.1,S1.2.1.1,37.659,8,NA,NA,Plunging,S,5.8,Low,NA,NA,NA
04/01/0088/D,40,6,SP,6,5,5,NA,NA,NA,N,NA,NA,P,C,P,NA,NA,NA,C,C,NA,NA,S1.2.1.2.1,NA,105.141,9,NA,NA,Plunging,S,5.8,Low,NA,NA,NA
04/01/0088/E,40,2,SP,2,8D,4,NA,NA,NA,M,NA,NA,C,P,C,NA,NA,NA,C,C,NA,NA,S1.1,S1.2.1.1,77.022,44,NA,NA,Surging,SW,5.8,Low,NA,NA,NA
04/01/0089/A,40,1,SP,1,8A,3,NA,NA,NA,N,NA,NA,C,P,C,NA,NA,NA,C,C,NA,NA,S1.1,NA,58.358,71,NA,NA,Surging,SW,5.8,Low,NA,NA,NA
04/01/0089/B,40,2,SP,2,8D,4,NA,NA,NA,M,NA,NA,C,NA,C,NA,NA,NA,C,C,NA,NA,S1.1,S1.2.1.1,56.863,23,NA,NA,Plunging,S,5.8,Low,NA,NA,NA
04/01/0090/A,51,6,P,6,5,5,NA,C,NA,NA,NA,NA,P,C,NA,NA,NA,NA,C,P,NA,NA,S1.2.1.2.1,NA,60.837,10,NA,NA,Plunging,S,5.8,Low,NA,NA,NA
04/01/0091/A,50,2,P,2,8D,4,NA,NA,NA,M,NA,NA,C,C,P,NA,NA,NA,C,C,NA,NA,S1.1,S1.2.1.1,55.119,44,NA,NA,Surging,S,5.8,Low,NA,NA,NA
04/01/0091/B,50,3,P,3,8D,5,NA,NA,NA,M,NA,NA,C,P,NA,NA,NA,NA,C,C,NA,NA,S1.1,S1.2.1.2.1,27.109,21,NA,NA,Plunging,S,5.8,Low,NA,NA,NA
04/01/0091/C,50,2,P,2,8D,4,NA,NA,NA,M,NA,NA,C,P,C,NA,NA,NA,C,C,NA,NA,S1.1,S1.2.1.1,33.662,14,NA,NA,Plunging,SE,5.8,Low,NA,NA,NA
04/01/0091/D,50,6,P,6,6B,5,NA,NA,NA,M,NA,NA,C,P,P,NA,NA,NA,C,C,NA,NA,S1.2.1.2.1,NA,119.488,19,NA,NA,Plunging,E,5.8,Low,NA,NA,NA
04/01/0092/A,51,6,P,6,8D,5,NA,NA,NA,N,NA,NA,C,P,NA,NA,NA,NA,C,C,NA,NA,S1.2.1.2.1,NA,107.394,9,NA,NA,Plunging,NE,5.8,Low,NA,NA,NA
04/01/0092/B,51,6,P,6,5,5,NA,C,NA,NA,NA,NA,NA,C,NA,NA,NA,NA,C,C,NA,NA,S1.2.1.2.1,NA,52.575,9,NA,NA,Plunging,E,5.8,Low,NA,NA,NA
04/01/0093/A,50,6,P,6,6B,5,NA,NA,N,N,NA,NA,C,NA,NA,NA,NA,NA,P,C,NA,NA,S1.2.1.2.1,NA,91.998,13,NA,NA,Plunging,SE,5.8,Low,NA,NA,NA
04/01/0093/B,50,3,P,3,8D,5,NA,NA,NA,N,NA,NA,C,P,NA,NA,NA,NA,NA,C,NA,NA,S1.1,S1.2.1.2.1,47.113,24,NA,NA,Plunging,SE,5.8,Low,NA,NA,NA
04/01/0093/C,50,6,P,6,6B,5,NA,P,NA,N,NA,NA,C,NA,C,NA,NA,NA,NA,C,NA,NA,S1.2.1.2.1,NA,293.266,12,NA,NA,Plunging,SE,5.8,Low,NA,NA,NA
04/01/0093/D,50,6,P,6,5,5,NA,NA,N,NA,NA,NA,P,NA,P,NA,NA,NA,NA,P,NA,NA,S1.2.1.2.1,NA,162.314,10,NA,NA,Plunging,SE,5.8,Low,NA,NA,NA
04/01/0094/A,53,6,P,6,9A,5,NA,P,N,NA,NA,NA,NA,NA,C,NA,NA,NA,NA,C,NA,NA,S1.2.1.2.1,NA,125.606,5,NA,NA,Spilling,S,5.8,Low,NA,NA,NA
04/01/0095/A,50,6,P,6,9A,5,NA,NA,N,N,NA,NA,C,NA,C,NA,NA,NA,NA,C,NA,NA,S1.2.1.2.1,NA,95.296,14,NA,NA,Plunging,SW,5.8,Low,NA,NA,NA
04/01/0096/A,53,6,P,6,9A,5,NA,P,N,NA,NA,NA,NA,NA,C,NA,NA,NA,NA,C,NA,NA,S1.2.1.2.1,NA,70.626,9,NA,NA,Plunging,SW,5.8,Low,NA,NA,NA
04/01/0097/A,50,6,P,6,8D,5,NA,P,NA,N,NA,NA,C,NA,C,NA,NA,P,NA,C,NA,NA,S1.2.1.2.1,NA,166.824,21,NA,NA,Plunging,W,5.8,Low,NA,NA,NA
04/01/0097/B,50,3,P,3,8A,5,NA,NA,NA,M,NA,NA,C,C,P,NA,NA,NA,P,C,NA,NA,S1.1,S1.2.1.2.1,186.895,18,NA,NA,Plunging,W,5.8,Low,NA,NA,NA
04/01/0097/C,50,3,P,3,6B,5,NA,NA,NA,N,NA,NA,C,C,C,NA,NA,NA,P,C,NA,NA,S1.1,S1.2.1.2.1,70.312,7,NA,NA,Plunging,SW,5.8,Low,NA,NA,NA
04/01/0097/D,50,3,P,3,8D,5,NA,NA,N,M,NA,NA,C,C,P,NA,NA,NA,C,C,NA,NA,S1.1,S1.2.1.2.1,119.363,19,NA,NA,Plunging,SW,5.8,Low,NA,NA,NA
04/01/0097/E,50,3,P,3,8D,5,NA,NA,N,N,NA,NA,C,P,P,NA,NA,NA,C,C,NA,NA,S1.1,S1.2.1.2.1,155.011,26,NA,NA,Plunging,SW,5.8,Low,NA,NA,NA
04/01/0098/A,50,6,P,6,5,5,NA,NA,NA,M,NA,NA,C,P,NA,NA,NA,NA,NA,C,NA,NA,S1.2.1.2.1,NA,56.934,9,NA,NA,Plunging,N,5.4,Low,NA,NA,NA
04/01/0099/A,50,3,P,3,8D,5,NA,NA,NA,M,NA,NA,C,NA,C,NA,NA,NA,P,C,NA,NA,S1.1,S1.2.1.2.1,115.968,20,NA,NA,Plunging,N,5.4,Low,NA,NA,NA
04/01/0100/A,40,2,SP,2,8D,4,NA,NA,NA,N,NA,NA,C,NA,C,NA,NA,NA,P,C,NA,NA,S1.1,S1.2.1.1,106.097,23,NA,NA,Plunging,W,5.6,Low,NA,NA,NA
04/01/0100/B,40,3,SP,3,8D,5,NA,NA,NA,M,NA,NA,C,C,NA,NA,NA,NA,NA,C,NA,NA,S1.1,S1.2.1.2.1,48.102,9,NA,NA,Plunging,SW,5.6,Low,NA,NA,NA
04/01/0100/C,40,5,SP,5,8D,4,NA,NA,NA,N,NA,NA,C,NA,C,NA,NA,NA,NA,C,NA,NA,S1.2.1.1,NA,119.178,22,NA,NA,Plunging,SW,5.6,Low,NA,NA,NA
04/01/0100/D,40,2,SP,2,8D,4,NA,NA,NA,N,NA,NA,C,NA,C,NA,NA,NA,NA,C,NA,NA,S1.1,S1.2.1.1,68.433,48,NA,NA,Surging,SW,5.6,Low,NA,NA,NA
04/01/0101/A,40,1,SP,1,8A,3,NA,NA,N,NA,NA,NA,C,P,P,NA,NA,NA,NA,C,NA,NA,S1.1,NA,42.992,62,NA,NA,Surging,S,5.6,Low,NA,NA,NA
04/01/0101/B,40,3,SP,3,8A,5,NA,NA,N,NA,NA,NA,P,NA,C,NA,NA,NA,C,C,NA,NA,S1.1,S1.2.1.2.1,45.458,28,NA,NA,Plunging,N,5.4,Low,NA,NA,NA
04/01/0102/A,40,1,SP,1,8A,3,NA,NA,NA,M,NA,NA,C,NA,P,NA,NA,NA,NA,C,NA,NA,S1.1,NA,90.094,80,NA,NA,Surging,SW,5.6,Low,NA,NA,NA
04/01/0102/B,40,2,SP,2,8D,4,NA,NA,NA,N,NA,NA,C,NA,C,NA,NA,NA,C,C,NA,NA,S1.1,S1.2.1.1,141.065,39,NA,NA,Collapsing,SW,5.6,Low,NA,NA,NA
04/01/0103/A,40,2,SP,2,6B,4,NA,NA,NA,M,NA,NA,C,C,P,NA,NA,NA,C,C,NA,NA,S1.1,S1.2.1.1,66.282,9,NA,NA,Plunging,E,5.6,Low,NA,NA,NA
04/01/0104/A,51,3,P,3,8A,5,NA,C,N,NA,NA,NA,C,C,P,NA,NA,NA,P,C,NA,NA,S1.1,S1.2.1.2.1,130.98,5,NA,NA,Spilling,SE,5.6,Low,NA,NA,NA
04/01/0104/B,51,2,P,2,8D,4,NA,P,NA,NA,NA,NA,C,NA,NA,NA,NA,NA,C,C,NA,NA,S1.1,S1.2.1.1,44.735,18,NA,NA,Plunging,SE,5.6,Low,NA,NA,NA
04/01/0105/A,40,2,SP,2,8D,4,NA,NA,NA,M,NA,NA,C,NA,P,NA,NA,NA,C,C,NA,NA,S1.1,S1.2.1.1,72.929,48,NA,NA,Surging,E,5.6,Low,NA,NA,NA
04/01/0106/A,40,5,SP,5,6B,4,NA,NA,NA,N,NA,NA,C,NA,C,NA,NA,NA,NA,C,NA,NA,S1.2.1.1,NA,211.022,47,NA,NA,Surging,NE,5.4,Low,NA,NA,NA
04/01/0106/B,40,2,SP,2,8D,4,NA,NA,NA,M,NA,NA,P,NA,C,NA,NA,NA,P,C,NA,NA,S1.1,S1.2.1.1,111.994,42,NA,NA,Plunging,N,5.4,Low,NA,NA,NA
04/01/0106/C,40,3,SP,3,5,5,NA,NA,NA,N,NA,NA,NA,NA,P,NA,NA,NA,NA,C,NA,NA,S1.1,S1.2.1.2.1,55.376,18,NA,NA,Plunging,N,5.4,Low,NA,NA,NA
04/01/0106/D,40,3,SP,3,8D,5,NA,NA,NA,M,NA,NA,C,NA,C,NA,NA,NA,NA,C,NA,NA,S1.1,S1.2.1.2.1,43.113,34,NA,NA,Plunging,NE,5.4,Low,NA,NA,NA
04/01/0107/A,50,3,P,3,8D,5,NA,NA,N,NA,NA,NA,C,P,NA,NA,NA,NA,C,C,NA,NA,S1.1,S1.2.1.2.1,125.051,20,NA,NA,Plunging,SW,5.8,Low,NA,NA,NA
04/01/0107/B,50,6,P,6,6A,5,NA,NA,N,NA,NA,NA,C,C,P,NA,NA,NA,C,P,NA,NA,S1.2.1.2.1,NA,138.138,12,NA,NA,Plunging,SW,5.8,Low,NA,NA,NA
04/01/0107/C,50,2,P,2,8D,4,NA,NA,NA,M,NA,NA,C,NA,C,NA,NA,NA,P,C,NA,NA,S1.1,S1.2.1.1,91.686,33,NA,NA,Plunging,SW,5.8,Low,NA,NA,NA
04/01/0107/D,50,6,P,6,6B,5,NA,NA,N,NA,NA,NA,P,P,NA,NA,NA,NA,C,NA,NA,NA,S1.2.1.2.1,NA,49.01,12,NA,NA,Plunging,SE,5.8,Low,NA,NA,NA
04/01/0107/E,50,6,P,6,8D,5,NA,NA,N,NA,NA,NA,C,P,NA,NA,NA,NA,P,C,NA,NA,S1.2.1.2.1,NA,196.428,13,NA,NA,Plunging,SW,5.8,Low,NA,NA,NA
04/01/0107/F,50,6,P,6,6B,5,NA,NA,N,NA,NA,NA,P,NA,C,NA,NA,NA,P,P,NA,NA,S1.2.1.2.1,NA,74.505,8,NA,NA,Plunging,SW,5.8,Low,NA,NA,NA
04/01/0107/G,50,5,P,5,6B,4,NA,NA,NA,M,NA,NA,C,NA,NA,NA,NA,NA,NA,C,NA,NA,S1.2.1.1,NA,176.537,21,NA,NA,Plunging,SW,5.8,Low,NA,NA,NA
04/01/0107/H,50,6,P,6,8D,5,NA,NA,N,NA,NA,NA,C,P,NA,NA,NA,NA,NA,C,NA,NA,S1.2.1.2.1,NA,381.113,24,NA,NA,Plunging,SW,5.8,Low,NA,NA,NA
04/01/0107/I,50,6,P,6,6B,5,NA,NA,N,N,NA,NA,C,P,NA,NA,NA,NA,P,P,NA,NA,S1.2.1.2.1,NA,78.669,24,NA,NA,Plunging,W,5.8,Low,NA,NA,NA
04/01/0108/A,50,5,P,5,6B,4,NA,NA,NA,N,NA,NA,C,NA,C,NA,NA,NA,P,C,NA,NA,S1.2.1.1,NA,352.243,28,NA,NA,Plunging,SW,5.8,Low,NA,NA,NA
04/01/0109/A,52,6,P,6,5,5,NA,P,NA,NA,NA,NA,P,C,NA,NA,NA,NA,C,P,NA,NA,S1.2.1.2.1,NA,108.624,10,NA,NA,Plunging,NW,5.8,Low,NA,NA,NA
04/01/0110/A,52,5,P,5,8D,4,NA,NA,NA,N,NA,NA,C,C,NA,NA,NA,NA,C,P,NA,NA,S1.2.1.1,NA,121.073,13,NA,NA,Plunging,NW,5.8,Low,NA,NA,NA
04/01/0111/A,50,2,P,2,8D,4,NA,NA,NA,N,NA,NA,C,P,C,NA,NA,NA,C,C,NA,NA,S1.1,S1.2.1.1,84.846,16,NA,NA,Plunging,W,5.8,Low,NA,NA,NA
04/01/0112/A,50,2,P,2,8D,4,NA,NA,NA,N,NA,NA,C,P,P,NA,NA,NA,C,C,NA,NA,S1.1,S1.2.1.1,110.108,36,NA,NA,Collapsing,S,5.8,Low,NA,NA,NA
04/01/0112/B,50,3,P,3,8D,5,NA,P,NA,N,NA,NA,C,P,P,NA,NA,NA,C,C,NA,NA,S1.1,S1.2.1.2.1,94.825,13,NA,NA,Plunging,S,5.8,Low,NA,NA,NA
04/01/0112/C,50,2,P,2,8D,4,NA,NA,NA,N,NA,NA,C,P,P,NA,NA,NA,P,C,NA,NA,S1.1,S1.2.1.1,94.553,44,NA,NA,Surging,S,5.8,Low,NA,NA,NA
04/01/0113/A,51,5,P,5,6B,4,NA,NA,NA,N,NA,NA,C,NA,NA,NA,NA,NA,C,C,NA,NA,S1.2.1.1,NA,49.328,26,NA,NA,Plunging,SE,5.8,Low,NA,NA,NA
04/01/0113/B,51,6,P,6,9A,5,NA,NA,NA,NA,NA,NA,NA,C,C,NA,NA,NA,C,C,NA,NA,S1.2.1.2.1,NA,141.862,5,NA,NA,Spilling,SE,5.8,Low,NA,NA,NA
04/01/0113/C,51,6,P,6,9A,5,NA,NA,NA,NA,NA,NA,NA,C,C,NA,NA,NA,NA,P,NA,NA,S1.2.1.2.1,NA,144.513,6,NA,NA,Spilling,SW,5.8,Low,NA,NA,NA
04/01/0113/D,51,6,P,6,8D,5,NA,NA,N,NA,NA,NA,C,C,C,NA,NA,NA,NA,C,NA,NA,S1.2.1.2.1,NA,105.092,19,NA,NA,Plunging,SW,5.8,Low,NA,NA,NA
04/01/0114/A,50,2,P,2,8D,4,NA,NA,NA,N,NA,NA,C,NA,C,NA,NA,NA,P,C,NA,NA,S1.1,S1.2.1.1,163.186,55,NA,NA,Surging,NW,5.8,Low,NA,NA,NA
04/01/0114/B,50,6,P,6,8D,5,NA,NA,NA,N,NA,NA,C,P,P,NA,NA,NA,NA,P,NA,NA,S1.2.1.2.1,NA,38.222,28,NA,NA,Plunging,NW,5.8,Low,NA,NA,NA
04/01/0115/A,50,2,P,2,8D,4,NA,NA,NA,M,NA,NA,C,P,C,NA,NA,NA,C,C,NA,NA,S1.1,S1.2.1.1,257.17,40,NA,NA,Collapsing,W,5.8,Low,NA,NA,NA
04/01/0115/B,50,5,P,5,8D,4,NA,NA,N,NA,NA,NA,C,NA,P,NA,NA,NA,P,C,NA,NA,S1.2.1.1,NA,265.217,35,NA,NA,Collapsing,SW,5.7,Low,NA,NA,NA
04/01/0115/C,50,2,P,2,8D,4,NA,NA,NA,N,NA,NA,C,P,C,NA,NA,NA,NA,C,NA,NA,S1.1,S1.2.1.1,180.117,39,NA,NA,Collapsing,SW,5.7,Low,NA,NA,NA
04/01/0115/D,50,6,P,6,6B,5,NA,NA,NA,N,NA,NA,P,C,P,NA,NA,NA,C,NA,NA,NA,S1.2.1.2.1,NA,105.141,15,NA,NA,Plunging,SW,5.7,Low,NA,NA,NA
04/01/0115/E,50,3,P,3,8D,5,NA,NA,NA,M,NA,NA,C,P,NA,NA,NA,NA,P,C,NA,NA,S1.1,S1.2.1.2.1,273.561,27,NA,NA,Plunging,S,5.7,Low,NA,NA,NA
04/01/0115/F,50,6,P,6,6B,5,NA,NA,NA,N,NA,NA,C,NA,P,NA,NA,NA,P,C,NA,NA,S1.2.1.2.1,NA,152.92,19,NA,NA,Plunging,S,5.7,Low,NA,NA,NA
04/01/0116/A,51,6,P,6,6B,5,NA,NA,N,NA,NA,NA,C,NA,P,NA,NA,NA,NA,C,NA,NA,S1.2.1.2.1,NA,66.515,12,NA,NA,Plunging,S,5.7,Low,NA,NA,NA
04/01/0117/A,50,6,P,6,5,5,NA,NA,N,NA,NA,NA,C,NA,C,NA,NA,NA,P,C,NA,NA,S1.2.1.2.1,NA,114.695,13,NA,NA,Plunging,S,5.7,Low,NA,NA,NA
04/01/0117/B,50,6,P,6,5,5,NA,NA,NA,N,NA,NA,C,C,C,NA,NA,NA,NA,C,NA,NA,S1.2.1.2.1,NA,103.77,9,NA,NA,Plunging,W,5.7,Low,NA,NA,NA
04/01/0118/A,50,2,P,2,8D,4,NA,NA,NA,N,NA,NA,C,NA,P,NA,NA,NA,P,C,NA,NA,S1.1,S1.2.1.1,73.375,11,NA,NA,Plunging,SW,5.7,Low,NA,NA,NA
04/01/0118/B,50,3,P,3,8D,5,NA,NA,NA,N,NA,NA,C,P,NA,NA,NA,NA,P,P,NA,NA,S1.1,S1.2.1.2.1,55.196,16,NA,NA,Plunging,S,5.7,Low,NA,NA,NA
04/01/0118/C,50,2,P,2,8D,4,NA,NA,NA,N,NA,NA,C,NA,C,NA,NA,NA,P,C,NA,NA,S1.1,S1.2.1.1,144.629,35,NA,NA,Collapsing,SW,5.7,Low,NA,NA,NA
04/01/0118/D,50,6,P,6,6B,5,NA,NA,N,NA,NA,NA,C,NA,NA,NA,NA,NA,NA,P,NA,NA,S1.2.1.2.1,NA,244.927,15,NA,NA,Plunging,S,5.7,Low,NA,NA,NA
04/01/0119/A,40,5,SP,5,6B,4,NA,NA,N,NA,NA,NA,C,NA,C,NA,NA,NA,P,C,NA,NA,S1.2.1.1,NA,366.249,21,NA,NA,Plunging,SW,5.7,Low,NA,NA,NA
04/01/0119/B,40,2,SP,2,8D,4,NA,NA,NA,N,NA,NA,C,P,C,NA,NA,NA,NA,C,NA,NA,S1.1,S1.2.1.1,383.513,35,NA,NA,Collapsing,SW,5.7,Low,NA,NA,NA
04/01/0120/A,52,3,P,3,8D,5,NA,NA,NA,N,NA,NA,C,P,NA,NA,NA,NA,NA,C,NA,NA,S1.1,S1.2.1.2.1,116.735,21,NA,NA,Plunging,S,5.7,Low,NA,NA,NA
04/01/0121/A,50,6,P,6,6B,5,NA,NA,N,NA,NA,NA,C,NA,NA,NA,NA,NA,NA,C,NA,NA,S1.2.1.2.1,NA,84.8,19,NA,NA,Plunging,SW,5.7,Low,NA,NA,NA
04/01/0121/B,50,6,P,6,5,5,NA,NA,N,NA,NA,NA,NA,NA,NA,NA,NA,NA,P,NA,NA,NA,S1.2.1.2.1,NA,105.307,10,NA,NA,Plunging,SW,5.7,Low,NA,NA,NA
04/01/0121/C,50,6,P,6,6B,5,NA,NA,N,NA,NA,NA,C,C,NA,NA,NA,NA,NA,P,NA,NA,S1.2.1.2.1,NA,253.966,16,NA,NA,Plunging,S,5.7,Low,NA,NA,NA
04/01/0121/D,50,6,P,6,8D,5,NA,NA,N,N,NA,NA,C,P,P,NA,NA,NA,NA,C,NA,NA,S1.2.1.2.1,NA,507.941,18,NA,NA,Plunging,SW,5.7,Low,NA,NA,NA
04/01/0122/A,50,5,P,5,8D,4,NA,NA,NA,N,NA,NA,C,P,C,NA,NA,NA,NA,C,NA,NA,S1.2.1.1,NA,302.229,39,NA,NA,Collapsing,SW,5.7,Low,NA,NA,NA
04/01/0123/A,51,6,P,6,8D,5,NA,NA,N,NA,NA,NA,C,NA,P,NA,NA,NA,NA,P,NA,NA,S1.2.1.2.1,NA,166.542,27,NA,NA,Plunging,SW,5.7,Low,NA,NA,NA
04/01/0123/B,51,6,P,6,5,5,NA,NA,N,NA,NA,NA,C,P,NA,NA,NA,NA,NA,P,NA,NA,S1.2.1.2.1,NA,127.412,13,NA,NA,Plunging,W,5.7,Low,NA,NA,NA
04/01/0123/C,51,6,P,6,5,5,NA,C,N,NA,NA,NA,NA,P,NA,NA,NA,NA,C,P,NA,NA,S1.2.1.2.1,NA,69.669,10,NA,NA,Plunging,W,5.7,Low,NA,NA,NA
04/01/0123/D,51,3,P,3,8A,5,NA,NA,NA,M,N,NA,C,P,NA,NA,NA,NA,C,P,NA,NA,S1.1,S1.2.1.2.1,44.077,18,NA,NA,Plunging,W,5.7,Low,NA,NA,NA
04/01/0123/E,51,3,P,3,5,5,NA,C,NA,NA,NA,NA,NA,P,P,NA,NA,NA,C,C,NA,NA,S1.1,S1.2.1.2.1,38.48,8,NA,NA,Plunging,W,5.7,Low,NA,NA,NA
04/01/0124/A,50,3,P,3,8D,4,NA,NA,NA,M,NA,NA,C,P,P,NA,NA,NA,C,C,NA,NA,S1.1,S1.2.1.2.1,85.828,30,NA,NA,Plunging,W,5.7,Low,NA,NA,NA
